term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,porter_stem,stem_snowball,stem_lancaster
overriding,2,10,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,overrid,overrid,overrid
overruling,1,10,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,overrul,overrul,overr
overrunning,1,11,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,overrun,overrun,overrun
overs,2,5,4.7270930977350136e-06,17.690615291190333,RP,NN,2,"{'RP', 'NN'}",2,"{'RP', 'NNS'}",0,over,over,ov
overseeing,1,10,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,overse,overse,overs
overseer,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,overs,overs,overs
overslept,2,9,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,overslept,overslept,overslept
overt,1,5,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,overt,overt,overt
overtaking,1,10,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,overtak,overtak,overtak
overtook,1,8,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,overtook,overtook,overtook
overview,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,overview,overview,overview
overwhelm,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,overwhelm,overwhelm,overwhelm
overwhelmed,1,11,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,overwhelm,overwhelm,overwhelm
overwhelming,1,12,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,overwhelm,overwhelm,overwhelm
overwhelms,1,10,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,overwhelm,overwhelm,overwhelm
overworked,3,10,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBD'}",0,overwork,overwork,overwork
overwrought,1,11,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,overwrought,overwrought,overwrought
owe,17,3,4.018029133074761e-05,14.603152449939994,VBP,VB,2,"{'VB', 'IN'}",2,"{'VBP', 'IN'}",0,owe,owe,ow
owed,10,4,2.3635465488675068e-05,15.368687196302972,VBD,VB,2,"{'MD', 'VB'}",4,"{'MD', 'VBN', 'VBD', 'VBZ'}",0,owe,owe,ow
own,440,3,0.001039960481501703,9.909255577665673,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBP'}",1,own,own,own
owned,3,5,7.09063964660252e-06,17.105652790469176,VBD,VB,1,{'VB'},1,{'VBD'},0,own,own,own
owner,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,owner,owner,own
ownership,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,ownership,ownership,own
owning,1,6,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,own,own,own
oﬀ,92,2,0.00021744628249581062,12.167053335133321,RP,RP,7,"{'JJ', 'PR', 'VB', 'RP', 'NN', 'RB', 'IN'}",12,"{'JJ', 'VBD', 'VBZ', 'VB', 'NNS', 'RP', 'NN', 'JJR', 'RB', 'VBP', 'IN', 'PRP'}",0,oﬀ,oﬀ,oﬀ
oﬀence,3,6,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,oﬀenc,oﬀenc,oﬀ
oﬀences,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,oﬀenc,oﬀenc,oﬀ
oﬀencewe,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,oﬀencew,oﬀencew,oﬀencew
oﬀended,1,7,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,oﬀend,oﬀend,oﬀend
oﬀending,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,oﬀend,oﬀend,oﬀend
oﬀer,18,4,4.254383787961512e-05,14.520690289748021,VB,VB,4,"{'JJ', 'NN', 'VB', 'MD'}",5,"{'JJ', 'MD', 'VB', 'NN', 'VBP'}",0,oﬀer,oﬀer,oﬀ
oﬀered,13,6,3.072610513527759e-05,14.99017557304924,VBD,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,oﬀer,oﬀer,oﬀ
oﬀering,5,7,1.1817732744337534e-05,16.36868719630297,VBG,VB,3,"{'NN', 'VB', 'RB'}",3,"{'NN', 'RB', 'VBG'}",0,oﬀer,oﬀer,oﬀ
oﬀers,1,5,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,oﬀer,oﬀer,oﬀ
oﬃce,38,4,8.981476885696525e-05,13.442687777746748,NN,NN,3,"{'JJ', 'NN', 'IN'}",4,"{'JJ', 'NN', 'NNP', 'IN'}",0,oﬃc,oﬃc,oﬃc
oﬃcei,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,oﬃcei,oﬃcei,oﬃce
oﬃces,24,5,5.672511717282016e-05,14.105652790469177,NNS,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",5,"{'JJ', 'VBN', 'NNS', 'NN', 'IN'}",0,oﬃc,oﬃc,oﬃc
oﬃceswell,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,oﬃceswel,oﬃceswel,oﬃceswel
oﬃcewell,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,oﬃcewel,oﬃcewel,oﬃcewel
oﬃcial,115,6,0.00027180785311976325,11.845125240245958,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,oﬃcial,oﬃcial,oﬃc
oﬃcially,3,8,7.09063964660252e-06,17.105652790469176,RB,RB,1,{'RB'},1,{'RB'},0,oﬃcial,oﬃcial,oﬃc
oﬃcials,49,7,0.00011581378089450783,13.075905447075126,NNS,NN,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VB', 'NNS'}",0,oﬃcial,oﬃcial,oﬃc
pace,9,4,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,pace,pace,pac
paced,1,5,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,pace,pace,pac
paces,11,5,2.5999012037542573e-05,15.231183672553037,NNS,NN,2,"{'NN', 'VB'}",3,"{'VBZ', 'NN', 'NNS'}",0,pace,pace,pac
pacified,2,8,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,pacifi,pacifi,pac
pacing,5,6,1.1817732744337534e-05,16.36868719630297,VBG,VB,1,{'VB'},1,{'VBG'},0,pace,pace,pac
pack,9,4,2.127191893980756e-05,15.520690289748021,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,pack,pack,pack
package,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,packag,packag,pack
packed,3,6,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,pack,pack,pack
packing,8,7,1.8908372390940054e-05,15.690615291190333,VBG,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBG'}",0,pack,pack,pack
pad,2,3,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pad,pad,pad
page,11,4,2.5999012037542573e-05,15.231183672553037,NN,NN,1,{'NN'},1,{'NN'},0,page,page,pag
pages,11,5,2.5999012037542573e-05,15.231183672553037,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,page,page,pag
pah,1,3,2.3635465488675068e-06,18.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,pah,pah,pah
paid,49,4,0.00011581378089450783,13.075905447075126,VBN,VB,3,"{'JJ', 'NN', 'VB'}",7,"{'JJ', 'VBN', 'VBD', 'VB', 'NNS', 'NN', 'VBP'}",0,paid,paid,paid
pain,40,4,9.454186195470027e-05,13.368687196302972,NN,NN,4,"{'JJ', 'NN', 'VB', 'RB'}",5,"{'JJ', 'VB', 'NN', 'RB', 'VBP'}",0,pain,pain,pain
pained,4,6,9.454186195470027e-06,16.690615291190333,VBD,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBD'}",0,pain,pain,pain
painful,17,7,4.018029133074761e-05,14.603152449939994,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,pain,pain,pain
painfuland,1,10,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,painfuland,painfuland,painfuland
painfully,9,9,2.127191893980756e-05,15.520690289748021,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,pain,pain,pain
pains,5,5,1.1817732744337534e-05,16.36868719630297,NNS,NN,1,{'NN'},1,{'NNS'},0,pain,pain,pain
painstaking,2,11,4.7270930977350136e-06,17.690615291190333,JJ,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBG'}",0,painstak,painstak,painstak
paint,10,5,2.3635465488675068e-05,15.368687196302972,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,paint,paint,paint
paintbrush,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paintbrush,paintbrush,paintbrush
painted,13,7,3.072610513527759e-05,14.99017557304924,VBN,VB,1,{'VB'},3,"{'VBN', 'VBD', 'VB'}",0,paint,paint,paint
painter,128,7,0.00030253395825504087,11.690615291190333,NN,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNP'}",0,painter,painter,paint
painters,13,8,3.072610513527759e-05,14.99017557304924,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,painter,painter,paint
painting,10,8,2.3635465488675068e-05,15.368687196302972,NN,NN,2,"{'NN', 'VB'}",3,"{'VBZ', 'NN', 'VBG'}",0,paint,paint,paint
paintings,4,9,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,paint,paint,paint
pair,21,4,4.963447752621764e-05,14.298297868411574,NN,NN,1,{'NN'},1,{'NN'},0,pair,pair,pair
pairs,2,5,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pair,pair,pair
palace,7,6,1.6544825842072546e-05,15.88326036913273,NN,NN,1,{'NN'},1,{'NN'},0,palac,palac,palac
palatable,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,palat,palat,pal
palatial,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,palati,palati,pal
palaver,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,palav,palav,palav
pale,20,4,4.7270930977350136e-05,14.368687196302972,JJ,JJ,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNP'}",0,pale,pale,pal
paled,1,5,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,pale,pale,pal
palely,1,6,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,pale,pale,pal
paleness,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pale,pale,pal
pales,1,5,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pale,pale,pal
pall,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pall,pall,pal
pallor,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pallor,pallor,pal
palm,3,4,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,palm,palm,palm
palming,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,palm,palm,palm
palms,2,5,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,palm,palm,palm
palpable,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,palpabl,palpabl,palp
palped,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,palp,palp,palp
palpitations,1,12,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,palpit,palpit,palpit
pampered,3,8,7.09063964660252e-06,17.105652790469176,JJ,JJ,1,{'JJ'},1,{'JJ'},0,pamper,pamper,pamp
pampers,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pamper,pamper,pamp
pamphlet,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pamphlet,pamphlet,pamphlet
pamphlets,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pamphlet,pamphlet,pamphlet
pan,2,3,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pan,pan,pan
panama,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,panama,panama,panam
pandemonium,1,11,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,pandemonium,pandemonium,pandemon
pane,7,4,1.6544825842072546e-05,15.88326036913273,NN,NN,1,{'NN'},1,{'NN'},0,pane,pane,pan
panels,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,panel,panel,panel
panes,4,5,9.454186195470027e-06,16.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pane,pane,pan
pangs,1,5,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,pang,pang,pang
panic,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,panic,panic,pan
pannier,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pannier,pannier,panny
panorama,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,panorama,panorama,panoram
panted,2,6,4.7270930977350136e-06,17.690615291190333,VBD,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBD'}",0,pant,pant,pant
panting,8,7,1.8908372390940054e-05,15.690615291190333,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBG'}",0,pant,pant,pant
pantomime,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pantomim,pantomim,pantomim
pantry,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pantri,pantri,pantry
papa,4,4,9.454186195470027e-06,16.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,papa,papa,pap
paper,47,5,0.00011108668779677281,13.136026439512696,NN,NN,1,{'NN'},1,{'NN'},0,paper,paper,pap
papers,54,6,0.00012763151363884536,12.935727789026865,NNS,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,paper,paper,pap
paperweight,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paperweight,paperweight,paperweight
paperwork,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paperwork,paperwork,paperwork
para,1,4,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,para,para,par
parade,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parad,parad,parad
paradisal,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paradis,paradis,parad
paradox,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paradox,paradox,paradox
paragon,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paragon,paragon,paragon
paragraph,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paragraph,paragraph,paragraph
paragraphs,2,10,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paragraph,paragraph,paragraph
parallel,2,8,4.7270930977350136e-06,17.690615291190333,RB,RB,2,"{'JJ', 'RB'}",2,"{'JJ', 'RB'}",0,parallel,parallel,parallel
paralyzed,1,9,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,paralyz,paralyz,paralys
paralyzes,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,paralyz,paralyz,paralys
parapet,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parapet,parapet,parapet
parasitism,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parasit,parasit,parasit
parasol,4,7,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parasol,parasol,parasol
parasols,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parasol,parasol,parasol
paraﬃn,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,paraﬃn,paraﬃn,paraﬃn
parcel,3,6,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,parcel,parcel,parcel
pardon,4,6,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pardon,pardon,pardon
parent,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parent,parent,par
parents,71,7,0.00016781180496959299,12.540868171685652,NNS,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,parent,parent,par
parentsi,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parentsi,parentsi,parents
parentstheyll,1,13,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parentstheyl,parentstheyl,parentstheyl
pariahs,1,7,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,pariah,pariah,pariah
paris,1,5,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,pari,pari,par
parish,13,6,3.072610513527759e-05,14.99017557304924,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,parish,parish,par
parlour,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,parlour,parlour,parlo
parquet,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,parquet,parquet,parquet
parsley,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,parsley,parsley,parsley
part,160,4,0.0003781674478188011,11.368687196302972,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VB'}",0,part,part,part
partaking,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,partak,partak,partak
parted,6,6,1.418127929320504e-05,16.105652790469176,VBD,VB,3,"{'JJ', 'NN', 'VB'}",4,"{'JJ', 'NN', 'VBD', 'VBP'}",0,part,part,part
partial,1,7,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,partial,partial,part
partially,5,9,1.1817732744337534e-05,16.36868719630297,RB,RB,1,{'RB'},1,{'RB'},0,partial,partial,part
partic,1,6,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,partic,partic,part
participants,2,12,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,particip,particip,particip
participate,1,11,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,particip,particip,particip
participated,2,12,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBD', 'VBP'}",0,particip,particip,particip
participating,2,13,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,particip,particip,particip
participation,3,13,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,particip,particip,particip
particles,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,particl,particl,partic
particular,93,10,0.00021980982904467813,12.151456480082302,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,particular,particular,particul
particularly,91,12,0.0002150827359469431,12.182820650991637,RB,RB,2,"{'VB', 'RB'}",2,"{'VB', 'RB'}",0,particularli,particular,particul
particulars,1,11,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,particular,particular,particul
parties,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,parti,parti,party
parting,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,part,part,part
partisan,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,partisan,partisan,part
partisans,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,partisan,partisan,part
partition,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,partit,partit,partit
partitions,1,10,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,partit,partit,partit
partly,36,6,8.508767575923024e-05,13.520690289748021,RB,RB,1,{'RB'},1,{'RB'},0,partli,part,part
partner,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,partner,partner,partn
partners,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,partner,partner,partn
parts,23,5,5.4361570623952654e-05,14.167053335133321,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,part,part,part
party,13,5,3.072610513527759e-05,14.99017557304924,NN,NN,1,{'NN'},1,{'NN'},0,parti,parti,party
pass,46,4,0.00010872314124790531,13.167053335133321,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,pass,pass,pass
passable,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,passabl,passabl,pass
passage,40,7,9.454186195470027e-05,13.368687196302972,NN,NN,1,{'NN'},1,{'NN'},0,passag,passag,pass
passages,41,8,9.690540850356777e-05,13.33306328657225,NNS,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",5,"{'JJ', 'VBZ', 'NNS', 'NN', 'IN'}",0,passag,passag,pass
passageway,3,10,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,passageway,passageway,passageway
passed,89,6,0.0002103556428492081,12.214881860223937,VBD,VB,4,"{'JJ', 'NN', 'VB', 'CC'}",7,"{'JJ', 'CC', 'VBN', 'VBD', 'NNS', 'NN', 'VBP'}",0,pass,pass,pass
passedi,1,7,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,passedi,passedi,passed
passenger,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,passeng,passeng,passeng
passengers,9,10,2.127191893980756e-05,15.520690289748021,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,passeng,passeng,passeng
passers,2,7,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,passer,passer,pass
passersby,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,passersbi,passersbi,passersby
passes,12,6,2.836255858641008e-05,15.105652790469177,VBZ,VB,2,"{'NN', 'VB'}",3,"{'VBZ', 'NN', 'NNS'}",0,pass,pass,pass
passing,41,7,9.690540850356777e-05,13.33306328657225,VBG,VB,4,"{'JJ', 'NN', 'VB', 'RB'}",5,"{'JJ', 'VBN', 'NN', 'RB', 'VBG'}",0,pass,pass,pass
passion,3,7,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,passion,passion,pass
passionate,2,10,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VB'}",0,passion,passion,pass
passionately,2,12,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'VB', 'RB'}",2,"{'VB', 'RB'}",0,passion,passion,pass
passive,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,passiv,passiv,pass
passively,2,9,4.7270930977350136e-06,17.690615291190333,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,passiv,passiv,pass
passivity,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,passiv,passiv,pass
passport,5,8,1.1817732744337534e-05,16.36868719630297,NN,NN,1,{'NN'},1,{'NN'},0,passport,passport,passport
past,98,4,0.00023162756178901565,12.075905447075126,JJ,JJ,4,"{'JJ', 'NN', 'VB', 'IN'}",6,"{'JJ', 'VB', 'NNS', 'JJR', 'NN', 'IN'}",0,past,past,past
pastel,4,6,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pastel,pastel,pastel
pasture,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pastur,pastur,past
pat,6,3,1.418127929320504e-05,16.105652790469176,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'NNS'}",0,pat,pat,pat
patch,3,5,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,patch,patch,patch
patched,1,7,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,patch,patch,patch
patches,2,7,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,patch,patch,patch
patching,1,8,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,patch,patch,patch
pate,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,pate,pate,pat
paternal,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,patern,patern,patern
path,22,4,5.1998024075085146e-05,14.231183672553037,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,path,path,path
